InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SalesAmount,InvoiceMonth,IsReturn
540526,21042,RED RETROSPOT APRON,1,2011-01-09 13:41:00,5.95,14606.0,United Kingdom,5.95,2011-01,False
562542,85049H,URBAN BLACK RIBBONS,2,2011-08-05 15:40:00,1.25,17377.0,United Kingdom,2.5,2011-08,False
563444,21889,WOODEN BOX OF DOMINOES,2,2011-08-16 13:50:00,1.25,16033.0,United Kingdom,2.5,2011-08,False
576784,23035,DRAWER KNOB CERAMIC IVORY,6,2011-11-16 13:40:00,1.45,16204.0,United Kingdom,8.7,2011-11,False
568568,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-09-28 08:48:00,2.89,14412.0,United Kingdom,34.68,2011-09,False
552232,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-05-06 15:54:00,1.38,,United Kingdom,8.28,2011-05,False
562264,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-08-03 16:14:00,10.79,,United Kingdom,10.79,2011-08,False
557278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-19 12:08:00,2.95,13089.0,United Kingdom,35.400000000000006,2011-06,False
574356,84997b,CHILDRENS CUTLERY RETROSPOT RED,7,2011-11-04 10:48:00,8.29,,United Kingdom,58.029999999999994,2011-11,False
559641,22227,HANGING HEART MIRROR DECORATION,20,2011-07-11 12:31:00,0.65,13184.0,United Kingdom,13.0,2011-07,False
559024,22814,CARD PARTY GAMES,12,2011-07-05 13:38:00,0.42,16616.0,United Kingdom,5.04,2011-07,False
544812,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-02-23 15:58:00,1.25,,United Kingdom,1.25,2011-02,False
537421,22555,PLASTERS IN TIN STRONGMAN,3,2010-12-06 15:25:00,1.65,17218.0,United Kingdom,4.949999999999999,2010-12,False
537823,84992,72 SWEETHEART FAIRY CAKE CASES,3,2010-12-08 14:25:00,1.28,,United Kingdom,3.84,2010-12,False
541104,47566,PARTY BUNTING,2,2011-01-13 14:29:00,8.29,,United Kingdom,16.58,2011-01,False
571691,22589,CARDHOLDER GINGHAM STAR,6,2011-10-18 14:34:00,2.89,13860.0,United Kingdom,17.34,2011-10,False
564166,21754,HOME BUILDING BLOCK WORD,6,2011-08-23 13:40:00,5.95,15089.0,United Kingdom,35.7,2011-08,False
540821,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2011-01-11 13:16:00,5.91,,United Kingdom,5.91,2011-01,False
563917,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-08-21 13:46:00,1.45,14572.0,United Kingdom,17.4,2011-08,False
580519,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-12-04 14:51:00,4.13,,United Kingdom,4.13,2011-12,False
574063,21014,SWISS CHALET TREE DECORATION,6,2011-11-02 14:31:00,0.29,13271.0,United Kingdom,1.7399999999999998,2011-11,False
542624,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2011-01-31 09:48:00,4.13,,United Kingdom,12.39,2011-01,False
570022,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-10-07 10:21:00,0.55,14067.0,United Kingdom,13.200000000000001,2011-10,False
559927,22469,HEART OF WICKER SMALL,40,2011-07-13 17:03:00,1.45,17567.0,United Kingdom,58.0,2011-07,False
578790,51014L,"FEATHER PEN,LIGHT PINK",24,2011-11-25 12:20:00,0.39,14966.0,United Kingdom,9.36,2011-11,False
577438,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-20 11:09:00,3.75,18118.0,United Kingdom,3.75,2011-11,False
539437,22745,POPPY'S PLAYHOUSE BEDROOM,4,2010-12-17 14:54:00,4.21,,United Kingdom,16.84,2010-12,False
567507,20713,JUMBO BAG OWLS,19,2011-09-20 14:46:00,4.13,,United Kingdom,78.47,2011-09,False
571441,84692,BOX OF 24 COCKTAIL PARASOLS,6,2011-10-17 13:31:00,0.83,14096.0,United Kingdom,4.9799999999999995,2011-10,False
545288,79321,CHILLI LIGHTS,24,2011-03-01 11:48:00,4.95,15311.0,United Kingdom,118.80000000000001,2011-03,False
C566205,22356,CHARLOTTE BAG PINK POLKADOT,-4,2011-09-09 14:58:00,0.85,16362.0,United Kingdom,-3.4,2011-09,True
549015,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-05 15:12:00,1.69,15244.0,United Kingdom,27.04,2011-04,False
558874,22530,MAGIC DRAWING SLATE DOLLY GIRL,1,2011-07-04 13:29:00,0.42,,United Kingdom,0.42,2011-07,False
574561,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-11-04 15:52:00,2.46,,United Kingdom,2.46,2011-11,False
566446,23072,MARIE ANTOINETTE TRINKET BOX SILVER,1,2011-09-12 15:40:00,24.96,,United Kingdom,24.96,2011-09,False
C569995,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-24,2011-10-06 20:36:00,2.95,14557.0,United Kingdom,-70.80000000000001,2011-10,True
575846,22733,3D TRADITIONAL CHRISTMAS STICKERS,17,2011-11-11 12:07:00,1.25,17364.0,United Kingdom,21.25,2011-11,False
537240,22905,CALENDAR IN SEASON DESIGN,1,2010-12-06 10:08:00,5.91,,United Kingdom,5.91,2010-12,False
538518,21051,RIBBONS PURSE,4,2010-12-12 16:14:00,2.1,14505.0,United Kingdom,8.4,2010-12,False
564090,23119,PACK OF 6 LARGE FRUIT STRAWS,12,2011-08-23 09:53:00,0.62,17041.0,United Kingdom,7.4399999999999995,2011-08,False
550321,22520,CHILDS GARDEN TROWEL BLUE,2,2011-04-17 12:49:00,0.85,16770.0,United Kingdom,1.7,2011-04,False
568327,23438,RED SPOT GIFT BAG LARGE,12,2011-09-26 14:02:00,1.25,15492.0,United Kingdom,15.0,2011-09,False
540154,90165B,WHITE ROSEBUD  PEARL EARRINGS,2,2011-01-05 11:30:00,2.54,,United Kingdom,5.08,2011-01,False
576053,21983,PACK OF 12 BLUE PAISLEY TISSUES,12,2011-11-13 14:53:00,0.39,16726.0,United Kingdom,4.68,2011-11,False
538968,22029,SPACEBOY BIRTHDAY CARD,12,2010-12-15 11:34:00,0.42,15384.0,United Kingdom,5.04,2010-12,False
562711,23032,DRAWER KNOB CRACKLE GLAZE IVORY,2,2011-08-08 14:53:00,1.65,16788.0,United Kingdom,3.3,2011-08,False
570237,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3,2011-10-09 14:48:00,1.25,13212.0,United Kingdom,3.75,2011-10,False
568803,23085,ANTIQUE SILVER BAUBLE LAMP,12,2011-09-29 10:50:00,8.25,15030.0,United Kingdom,99.0,2011-09,False
540504,82599,FANNY'S REST STOPMETAL SIGN,3,2011-01-09 11:02:00,2.1,13668.0,United Kingdom,6.300000000000001,2011-01,False
549563,22999,TRAVEL CARD WALLET RETRO PETALS,3,2011-04-10 14:02:00,0.42,14030.0,United Kingdom,1.26,2011-04,False
537393,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2010-12-06 13:59:00,3.39,13089.0,United Kingdom,81.36,2010-12,False
C555105,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-05-31 14:09:00,3.75,17841.0,United Kingdom,-3.75,2011-05,True
537050,22837,HOT WATER BOTTLE BABUSHKA,5,2010-12-05 11:10:00,4.65,14800.0,United Kingdom,23.25,2010-12,False
542613,20773,BLUE PAISLEY NOTEBOOK,3,2011-01-30 14:36:00,1.65,17431.0,United Kingdom,4.949999999999999,2011-01,False
578316,22727,ALARM CLOCK BAKELIKE RED,4,2011-11-23 16:43:00,3.75,14189.0,United Kingdom,15.0,2011-11,False
564850,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-08-30 16:43:00,0.42,17298.0,United Kingdom,0.84,2011-08,False
578998,23214,JINGLE BELL HEART ANTIQUE GOLD,1,2011-11-27 16:05:00,2.08,15436.0,United Kingdom,2.08,2011-11,False
581021,22464,HANGING METAL HEART LANTERN,12,2011-12-07 10:24:00,0.79,14769.0,United Kingdom,9.48,2011-12,False
555257,21086,SET/6 RED SPOTTY PAPER CUPS,5,2011-06-01 15:28:00,0.65,17596.0,United Kingdom,3.25,2011-06,False
557938,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2011-06-23 15:35:00,8.29,,United Kingdom,8.29,2011-06,False
572741,23366,SET 12 COLOURING PENCILS DOILY,16,2011-10-25 15:47:00,0.65,14341.0,United Kingdom,10.4,2011-10,False
544599,84836,ZINC METAL HEART DECORATION,1,2011-02-21 18:15:00,2.46,,United Kingdom,2.46,2011-02,False
556728,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-06-14 11:36:00,0.85,15719.0,United Kingdom,1.7,2011-06,False
564757,85088,CANDY SPOT HAND BAG,1,2011-08-30 10:36:00,4.13,,United Kingdom,4.13,2011-08,False
565917,23226,FILIGREE HEART DAISY WHITE,3,2011-09-07 16:15:00,2.46,,United Kingdom,7.38,2011-09,False
547253,48188,DOORMAT WELCOME PUPPIES,2,2011-03-22 10:44:00,7.95,13869.0,United Kingdom,15.9,2011-03,False
544662,22309,TEA COSY RED  STRIPE,1,2011-02-22 14:10:00,2.55,12845.0,United Kingdom,2.55,2011-02,False
549837,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-12 13:38:00,8.95,16705.0,United Kingdom,17.9,2011-04,False
552905,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-05-12 11:10:00,0.85,15974.0,United Kingdom,10.2,2011-05,False
C569958,23292,SPACEBOY CHILDRENS CUP,-8,2011-10-06 18:38:00,1.25,13266.0,United Kingdom,-10.0,2011-10,True
578344,90200B,BLACK SWEETHEART BRACELET,1,2011-11-24 09:21:00,4.15,,United Kingdom,4.15,2011-11,False
556102,22652,TRAVEL SEWING KIT,10,2011-06-08 16:15:00,1.65,13115.0,United Kingdom,16.5,2011-06,False
556090,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2011-06-08 15:25:00,3.29,,United Kingdom,3.29,2011-06,False
574300,20931,BLUE POT PLANT CANDLE,12,2011-11-03 16:12:00,2.95,14636.0,United Kingdom,35.400000000000006,2011-11,False
537648,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2010-12-07 15:48:00,4.95,12839.0,United Kingdom,44.550000000000004,2010-12,False
575978,23472,NINE DRAWER OFFICE TIDY,6,2011-11-13 13:27:00,12.5,15903.0,United Kingdom,75.0,2011-11,False
572321,22617,BAKING SET SPACEBOY DESIGN,3,2011-10-24 08:59:00,4.95,15592.0,United Kingdom,14.850000000000001,2011-10,False
576274,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-14 14:24:00,4.95,17793.0,United Kingdom,4.95,2011-11,False
559923,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-07-13 16:07:00,2.46,,United Kingdom,2.46,2011-07,False
581538,21222,SET/4 BADGES BEETLES,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,2011-12,False
556905,84595E,LARGE TORTILLA DESIGN RED BOWL,1,2011-06-15 13:05:00,1.65,16904.0,United Kingdom,1.65,2011-06,False
556905,23201,JUMBO BAG ALPHABET,1,2011-06-15 13:05:00,2.08,16904.0,United Kingdom,2.08,2011-06,False
538514,84030E,ENGLISH ROSE HOT WATER BOTTLE,6,2010-12-12 14:27:00,4.25,15044.0,United Kingdom,25.5,2010-12,False
544789,22120,WELCOME  WOODEN BLOCK LETTERS,3,2011-02-23 12:25:00,9.95,13993.0,United Kingdom,29.849999999999998,2011-02,False
578827,21901,"KEY FOB , BACK DOOR",1,2011-11-25 14:25:00,1.63,,United Kingdom,1.63,2011-11,False
581492,21786,POLKADOT RAIN HAT,3,2011-12-09 10:03:00,0.83,,United Kingdom,2.4899999999999998,2011-12,False
556056,20725,LUNCH BAG RED RETROSPOT,1,2011-06-08 13:35:00,1.65,17841.0,United Kingdom,1.65,2011-06,False
575481,15030,FAN BLACK FRAME,12,2011-11-09 16:28:00,0.29,15679.0,United Kingdom,3.4799999999999995,2011-11,False
558868,22551,PLASTERS IN TIN SPACEBOY,12,2011-07-04 12:47:00,1.65,13266.0,United Kingdom,19.799999999999997,2011-07,False
557671,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,12,2011-06-22 10:11:00,1.65,13849.0,United Kingdom,19.799999999999997,2011-06,False
567656,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-09-21 14:40:00,2.46,14096.0,United Kingdom,2.46,2011-09,False
556733,22948,METAL DECORATION NAUGHTY CHILDREN,16,2011-06-14 11:53:00,0.85,16919.0,United Kingdom,13.6,2011-06,False
540356,22328,ROUND SNACK BOXES SET OF 4 FRUITS,1,2011-01-06 15:12:00,4.21,,United Kingdom,4.21,2011-01,False
557277,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-19 12:06:00,2.08,16484.0,United Kingdom,20.8,2011-06,False
581581,23561,SET OF 6 RIBBONS PARTY,6,2011-12-09 12:20:00,2.89,17581.0,United Kingdom,17.34,2011-12,False
575603,22197,POPCORN HOLDER,24,2011-11-10 12:29:00,0.85,18125.0,United Kingdom,20.4,2011-11,False
555925,21213,PACK OF 72 SKULL CAKE CASES,1,2011-06-07 17:13:00,1.25,,United Kingdom,1.25,2011-06,False
566483,22560,TRADITIONAL MODELLING CLAY,24,2011-09-13 09:47:00,1.25,13880.0,United Kingdom,30.0,2011-09,False
552703,21900,"KEY FOB , SHED",2,2011-05-10 16:00:00,0.65,14462.0,United Kingdom,1.3,2011-05,False
571944,22123,PING MICROWAVE APRON,12,2011-10-20 10:15:00,1.95,13755.0,United Kingdom,23.4,2011-10,False
549155,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-04-06 17:08:00,3.29,,United Kingdom,3.29,2011-04,False
546982,85169A,IVORY LOVE BIRD CANDLE,6,2011-03-18 12:26:00,1.25,15483.0,United Kingdom,7.5,2011-03,False
539631,51014C,"FEATHER PEN,COAL BLACK",1,2010-12-20 15:03:00,1.66,,United Kingdom,1.66,2010-12,False
576255,23598,PAPER BUNTING VINTAGE PARTY,2,2011-11-14 14:09:00,2.95,15993.0,United Kingdom,5.9,2011-11,False
547656,21166,COOK WITH WINE METAL SIGN,3,2011-03-24 12:53:00,2.08,13263.0,United Kingdom,6.24,2011-03,False
572617,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-10-25 11:52:00,0.83,18272.0,United Kingdom,6.64,2011-10,False
575323,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-11-09 13:37:00,6.95,15392.0,United Kingdom,83.4,2011-11,False
542115,22430,ENAMEL WATERING CAN CREAM,1,2011-01-25 14:01:00,9.96,,United Kingdom,9.96,2011-01,False
577106,23083,SET 6 PAPER TABLE LANTERN STARS,1,2011-11-17 17:18:00,3.75,14456.0,United Kingdom,3.75,2011-11,False
551340,DOT,DOTCOM POSTAGE,1,2011-04-27 17:23:00,181.34,,United Kingdom,181.34,2011-04,False
544934,22083,PAPER CHAIN KIT RETROSPOT,6,2011-02-25 09:01:00,2.95,13345.0,United Kingdom,17.700000000000003,2011-02,False
578344,21383,PACK OF 12 STICKY BUNNIES,1,2011-11-24 09:21:00,1.25,,United Kingdom,1.25,2011-11,False
562880,22381,TOY TIDY PINK POLKADOT,50,2011-08-10 10:53:00,1.85,15838.0,United Kingdom,92.5,2011-08,False
564359,23199,JUMBO BAG APPLES,2,2011-08-24 16:02:00,2.08,14056.0,United Kingdom,4.16,2011-08,False
537237,20974,12 PENCILS SMALL TUBE SKULL,1,2010-12-06 09:58:00,1.28,,United Kingdom,1.28,2010-12,False
572669,20725,LUNCH BAG RED RETROSPOT,2,2011-10-25 13:10:00,1.65,16549.0,United Kingdom,3.3,2011-10,False
562587,23232,WRAP VINTAGE LEAF DESIGN,25,2011-08-07 14:34:00,0.42,15640.0,United Kingdom,10.5,2011-08,False
566985,21327,SKULLS WRITING SET,2,2011-09-16 10:42:00,2.46,,United Kingdom,4.92,2011-09,False
581133,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-12-07 12:55:00,1.0,14904.0,United Kingdom,6.0,2011-12,False
536565,21369,MIRRORED WALL ART SPLODGES,1,2010-12-01 15:15:00,3.75,,United Kingdom,3.75,2010-12,False
C561059,21035,SET/2 RED RETROSPOT TEA TOWELS,-100,2011-07-24 13:26:00,2.75,13802.0,United Kingdom,-275.0,2011-07,True
571673,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-10-18 13:19:00,0.39,13991.0,United Kingdom,18.72,2011-10,False
573117,23542,WALL ART 70'S ALPHABET,4,2011-10-27 16:11:00,8.25,16688.0,United Kingdom,33.0,2011-10,False
573876,21058,PARTY INVITES WOODLAND,1,2011-11-01 12:48:00,0.85,16360.0,United Kingdom,0.85,2011-11,False
572203,23201,JUMBO BAG ALPHABET,5,2011-10-21 12:05:00,2.08,17068.0,United Kingdom,10.4,2011-10,False
557502,22502,PICNIC BASKET WICKER SMALL,2,2011-06-20 15:32:00,10.79,,United Kingdom,21.58,2011-06,False
574534,16237,SLEEPING CAT ERASERS,180,2011-11-04 14:26:00,0.16,15061.0,United Kingdom,28.8,2011-11,False
556936,22349,DOG BOWL CHASING BALL DESIGN,6,2011-06-15 16:04:00,3.75,,United Kingdom,22.5,2011-06,False
555133,22505,MEMO BOARD COTTAGE DESIGN,4,2011-05-31 15:32:00,4.95,16810.0,United Kingdom,19.8,2011-05,False
553655,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,2011-05-18 11:14:00,1.45,16775.0,United Kingdom,2.9,2011-05,False
C562582,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,-2.95,2011-08,True
539654,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2010-12-20 17:05:00,3.25,17340.0,United Kingdom,19.5,2010-12,False
572028,22624,IVORY KITCHEN SCALES,2,2011-10-20 11:47:00,8.5,15296.0,United Kingdom,17.0,2011-10,False
571671,20726,LUNCH BAG WOODLAND,4,2011-10-18 13:15:00,1.65,16940.0,United Kingdom,6.6,2011-10,False
545004,22991,GIRAFFE WOODEN RULER,12,2011-02-25 12:48:00,1.95,13753.0,United Kingdom,23.4,2011-02,False
579472,22659,LUNCH BOX I LOVE LONDON,1,2011-11-29 15:09:00,1.95,13521.0,United Kingdom,1.95,2011-11,False
577768,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2011-11-21 15:18:00,1.63,,United Kingdom,1.63,2011-11,False
578057,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-11-22 15:05:00,3.75,12920.0,United Kingdom,3.75,2011-11,False
545523,22293,HANGING CHICK GREEN DECORATION,3,2011-03-03 12:41:00,1.45,14524.0,United Kingdom,4.35,2011-03,False
577741,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-11-21 13:40:00,1.65,12921.0,United Kingdom,19.799999999999997,2011-11,False
549155,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1,2011-04-06 17:08:00,8.29,,United Kingdom,8.29,2011-04,False
541219,21801,CHRISTMAS TREE DECORATION WITH BELL,2,2011-01-14 14:06:00,0.42,,United Kingdom,0.84,2011-01,False
537237,22112,CHOCOLATE HOT WATER BOTTLE,5,2010-12-06 09:58:00,11.02,,United Kingdom,55.099999999999994,2010-12,False
571189,23350,ROLL WRAP VINTAGE SPOT,12,2011-10-14 11:42:00,1.25,13213.0,United Kingdom,15.0,2011-10,False
575919,21930,JUMBO STORAGE BAG SKULLS,100,2011-11-11 17:00:00,1.79,15311.0,United Kingdom,179.0,2011-11,False
577051,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,2011-11-17 14:02:00,1.25,14034.0,United Kingdom,1.25,2011-11,False
561081,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-07-24 16:15:00,7.95,13230.0,United Kingdom,7.95,2011-07,False
537819,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-08 13:55:00,1.45,15298.0,United Kingdom,17.4,2010-12,False
576014,22549,PICTURE DOMINOES,2,2011-11-13 14:29:00,1.45,17218.0,United Kingdom,2.9,2011-11,False
575117,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-08 14:22:00,0.55,12748.0,United Kingdom,0.55,2011-11,False
564760,22135,MINI LADLE LOVE HEART PINK,4,2011-08-30 10:47:00,0.83,,United Kingdom,3.32,2011-08,False
562439,23203,JUMBO BAG DOILEY PATTERNS,300,2011-08-04 18:06:00,1.79,12931.0,United Kingdom,537.0,2011-08,False
546543,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2011-03-14 15:40:00,2.1,17841.0,United Kingdom,2.1,2011-03,False
575602,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-10 12:27:00,2.55,17059.0,United Kingdom,2.55,2011-11,False
577539,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24,2011-11-20 14:24:00,1.25,14547.0,United Kingdom,30.0,2011-11,False
540848,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2011-01-12 09:26:00,2.51,,United Kingdom,2.51,2011-01,False
540821,21002,ROSE DU SUD DRAWSTRING BAG,2,2011-01-11 13:16:00,3.36,,United Kingdom,6.72,2011-01,False
580908,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-12-06 13:20:00,4.95,16495.0,United Kingdom,4.95,2011-12,False
555872,21371,MIRRORED WALL ART POPPIES,12,2011-06-07 15:04:00,0.75,13395.0,United Kingdom,9.0,2011-06,False
550359,84763,ZINC FINISH 15CM PLANTER POTS,8,2011-04-18 10:41:00,1.25,17841.0,United Kingdom,10.0,2011-04,False
577773,84988,SET OF 72 PINK HEART PAPER DOILIES,3,2011-11-21 15:57:00,1.45,16712.0,United Kingdom,4.35,2011-11,False
549851,22767,TRIPLE PHOTO FRAME CORNICE,2,2011-04-12 15:08:00,9.95,16062.0,United Kingdom,19.9,2011-04,False
541104,20654,FIRST CLASS LUGGAGE TAG,1,2011-01-13 14:29:00,0.83,,United Kingdom,0.83,2011-01,False
571940,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-10-20 09:57:00,8.5,15301.0,United Kingdom,17.0,2011-10,False
560927,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,2011-07-22 09:55:00,3.95,13078.0,United Kingdom,15.8,2011-07,False
566289,22727,ALARM CLOCK BAKELIKE RED,4,2011-09-11 15:20:00,3.75,15601.0,United Kingdom,15.0,2011-09,False
540154,22453,MEASURING TAPE BABUSHKA BLUE,3,2011-01-05 11:30:00,1.66,,United Kingdom,4.9799999999999995,2011-01,False
C579752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-11-30 14:46:00,2.55,13777.0,United Kingdom,-2.55,2011-11,True
572549,22167,OVAL WALL MIRROR DIAMANTE,1,2011-10-24 17:03:00,8.29,,United Kingdom,8.29,2011-10,False
563533,22386,JUMBO BAG PINK POLKADOT,1,2011-08-17 11:14:00,2.08,16241.0,United Kingdom,2.08,2011-08,False
559128,20727,LUNCH BAG  BLACK SKULL.,2,2011-07-06 12:39:00,1.65,17238.0,United Kingdom,3.3,2011-07,False
544106,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-02-16 10:47:00,6.95,14530.0,United Kingdom,13.9,2011-02,False
574682,22572,ROCKING HORSE GREEN CHRISTMAS,1,2011-11-06 12:44:00,0.85,14963.0,United Kingdom,0.85,2011-11,False
573909,23571,TRADITIONAL NAUGHTS & CROSSES,1,2011-11-01 15:26:00,1.65,17813.0,United Kingdom,1.65,2011-11,False
544205,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2,2011-02-17 10:31:00,5.79,,United Kingdom,11.58,2011-02,False
551468,16207A,PINK STRAWBERRY HANDBAG,1,2011-04-28 16:21:00,2.46,,United Kingdom,2.46,2011-04,False
571717,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-18 17:10:00,4.95,14381.0,United Kingdom,4.95,2011-10,False
568152,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5,2011-09-25 11:40:00,1.65,16480.0,United Kingdom,8.25,2011-09,False
561894,21967,PACK OF 12 SKULL TISSUES,1,2011-07-31 15:00:00,0.29,14456.0,United Kingdom,0.29,2011-07,False
542733,22089,PAPER BUNTING VINTAGE PAISLEY,1,2011-01-31 15:35:00,2.95,15058.0,United Kingdom,2.95,2011-01,False
563193,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,2011-08-12 16:30:00,16.63,,United Kingdom,16.63,2011-08,False
543598,21174,POTTERING IN THE SHED METAL SIGN,12,2011-02-10 13:06:00,2.08,18230.0,United Kingdom,24.96,2011-02,False
551151,48187,DOORMAT NEW ENGLAND,4,2011-04-26 14:38:00,7.95,18144.0,United Kingdom,31.8,2011-04,False
560579,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-07-19 15:13:00,2.1,15867.0,United Kingdom,4.2,2011-07,False
577816,23295,SET OF 12 MINI LOAF BAKING CASES,24,2011-11-22 09:17:00,0.83,18139.0,United Kingdom,19.919999999999998,2011-11,False
546107,84692,BOX OF 24 COCKTAIL PARASOLS,4,2011-03-09 12:33:00,0.42,17238.0,United Kingdom,1.68,2011-03,False
567126,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-09-16 13:53:00,2.08,17238.0,United Kingdom,4.16,2011-09,False
570223,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-10-09 13:11:00,2.1,15787.0,United Kingdom,2.1,2011-10,False
562847,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-08-10 09:34:00,1.25,16245.0,United Kingdom,15.0,2011-08,False
543530,21220,SET/4 BADGES DOGS,1,2011-02-09 12:46:00,2.46,,United Kingdom,2.46,2011-02,False
544058,22107,PIZZA PLATE IN BOX,4,2011-02-15 12:56:00,3.75,14176.0,United Kingdom,15.0,2011-02,False
540511,22033,BOTANICAL ROSE GREETING CARD,24,2011-01-09 11:34:00,0.42,14472.0,United Kingdom,10.08,2011-01,False
549556,22992,REVOLVER WOODEN RULER,1,2011-04-10 12:53:00,1.95,17372.0,United Kingdom,1.95,2011-04,False
580501,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-12-04 13:00:00,0.55,14546.0,United Kingdom,1.1,2011-12,False
576875,23582,VINTAGE DOILY JUMBO BAG RED,10,2011-11-16 16:32:00,2.08,15805.0,United Kingdom,20.8,2011-11,False
541214,70006,LOVE HEART POCKET WARMER,12,2011-01-14 13:41:00,1.65,15570.0,United Kingdom,19.799999999999997,2011-01,False
576215,22197,POPCORN HOLDER,24,2011-11-14 12:55:00,0.85,17652.0,United Kingdom,20.4,2011-11,False
540242,M,Manual,1,2011-01-05 15:30:00,18.95,15046.0,United Kingdom,18.95,2011-01,False
546008,22558,CLOTHES PEGS RETROSPOT PACK 24,5,2011-03-08 15:43:00,3.29,,United Kingdom,16.45,2011-03,False
570425,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2011-10-10 13:54:00,0.42,15128.0,United Kingdom,6.72,2011-10,False
574725,22652,TRAVEL SEWING KIT,3,2011-11-06 14:50:00,1.65,15883.0,United Kingdom,4.949999999999999,2011-11,False
567183,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2011-09-18 15:32:00,6.95,14769.0,United Kingdom,41.7,2011-09,False
579187,22083,PAPER CHAIN KIT RETROSPOT,3,2011-11-28 15:31:00,5.79,,United Kingdom,17.37,2011-11,False
537781,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-12-08 12:46:00,4.65,17341.0,United Kingdom,4.65,2010-12,False
557129,22954,HEN PARTY CORDON BARRIER TAPE,1,2011-06-16 19:59:00,1.25,17841.0,United Kingdom,1.25,2011-06,False
